pos__without__mean_test_score;pos__without__mean_fit_time;stopwords__without__mean_test_score;stopwords__without__mean_fit_time;feat_attrs__text__mean_test_score;feat_attrs__text__mean_fit_time;feat_attrs__lemma__mean_test_score;feat_attrs__lemma__mean_fit_time;feat_attrs__text.upos__mean_test_score;feat_attrs__text.upos__mean_fit_time;feat_attrs__lemma.upos__mean_test_score;feat_attrs__lemma.upos__mean_fit_time
0.6382620496214482;0.5013843059539795;0.6399287887602408;0.5137971878051758;0.6515202969069254;0.5391132831573486;0.6357290168687382;0.4785913944244385;0.6481160732145925;0.4686900615692139;0.640809840051265;0.46899986267089844
0.6320681924508554;0.22331461906433106;0.6321939813224258;0.2139725685119629;0.6422990394173395;0.210402774810791;0.6299598169555973;0.21223416328430175;0.6356947318679453;0.21827144622802735;0.6323977920100046;0.23049430847167968
0.6239041854843659;0.33356428146362305;0.6250144291226919;0.3009798049926758;0.6451317109932692;0.30809898376464845;0.6278047181389097;0.3113415241241455;0.6293670476619784;0.32225909233093264;0.6251105445960968;0.3091869354248047
0.6197159826953047;0.11000432968139648;0.62225190881762;0.09516687393188476;0.636621228727978;0.09380993843078614;0.623204597009848;0.09528980255126954;0.6233392703129323;0.09554758071899414;0.6221565923192728;0.10095725059509278
0.5931496657698511;0.1836371898651123;0.5972523871320327;0.18780670166015626;0.608549084895375;0.18436336517333984;0.5960374249247332;0.18785204887390136;0.5974406725008319;0.18881821632385254;0.5983821972147625;0.1874612808227539
0.59523097643662;0.1891037940979004;0.5961599719888887;0.19394516944885254;0.6171709474434508;0.18439722061157227;0.6068717178150967;0.19075980186462402;0.5962564865711655;0.18196444511413573;0.5965898502525582;0.19172062873840331
0.5943593536912262;0.251580810546875;0.595477564011376;0.26593379974365233;0.6110148383782357;0.2363741874694824;0.5983256921974152;0.23105072975158691;0.6062430705077353;0.28576111793518066;0.5957589097300185;0.24535884857177734
0.5924790569946382;0.13648037910461425;0.5918179850435135;0.14551420211791993;0.615211047836119;0.1383359909057617;0.609530187120898;0.13965263366699218;0.5928745422924158;0.1318535327911377;0.5929256867092353;0.14151611328125
0.5892571371079406;0.2169802665710449;0.589106018230416;0.21738123893737793;0.6036596493606756;0.2099076271057129;0.5943814855425602;0.21435537338256835;0.5945044782193266;0.21463170051574706;0.5901381644186281;0.21935691833496093
0.5814344012539351;0.2484743118286133;0.5836943700829171;0.22276778221130372;0.6016777504135951;0.24899816513061523;0.5986806696893702;0.22424073219299318;0.5820225527072138;0.2768592834472656;0.5837574439007334;0.2293687343597412
0.5799549391830763;5.313303852081299;0.5851769471792999;4.557940053939819;0.5981404246024784;4.55410361289978;0.5760606322956309;5.07263593673706;0.5919174913236823;4.470726108551025;0.5840785337289337;4.773512458801269
0.5796934739477388;1.027418851852417;0.5847375399866218;0.7627235412597656;0.6003020028701915;0.7659714698791504;0.5848488328688826;0.8150890827178955;0.5835397033892792;0.8345364093780517;0.5851565641788399;0.8479011058807373
0.5767880842697168;0.16318635940551757;0.5801289083307739;0.14708032608032226;0.6027112371592791;0.2531395435333252;0.6028525286196137;0.1589371681213379;0.5777818145100169;0.18210525512695314;0.5805549945369652;0.15860986709594727
0.5701021751442129;0.15072708129882811;0.5758268445462743;0.1385571002960205;0.6016183205834617;0.16560401916503906;0.5895791925464606;0.15001964569091797;0.5764855988353071;0.1549741268157959;0.5760581133206276;0.1489767074584961
0.5666138019211036;0.19873995780944825;0.5717932005822719;0.1971442222595215;0.5909497626896623;0.20563287734985353;0.5872512760308608;0.19665155410766602;0.5677996941359215;0.20460758209228516;0.5719107690181731;0.19701147079467773
0.5702651705644379;1.3638093948364258;0.5723196326035219;1.207836627960205;0.5891784178158204;1.1077994346618651;0.5896663058018812;0.5869361400604248;0.5678910459384764;1.346099042892456;0.5711754622882648;1.1481881141662598
0.5672929004829331;0.49773249626159666;0.5704876374732191;0.4767158508300781;0.5888126972074255;0.6249898433685303;0.5858559763849114;0.4413169860839844;0.5699671098880887;0.4851367950439453;0.5700357414340137;0.47940759658813475
0.5601171972354699;3.566353750228882;0.5670535606084899;3.5468994617462157;0.5799832846339265;3.9745506286621093;0.5835562883388301;1.5435029029846192;0.564783114379036;3.1228124141693114;0.5667728228047084;3.4440892219543455
0.5573899578856866;3.904446268081665;0.5619415304232863;3.527459144592285;0.5773544057916078;4.217405319213867;0.5752641042203734;2.1454848289489745;0.5586900997337115;3.3621064186096192;0.5622943784243051;3.5218912601470946
0.5573668209710995;0.5314088821411133;0.5619638979494044;0.467726469039917;0.5765519833371188;0.514484453201294;0.577712556583554;0.48093280792236326;0.5570085578206838;0.5253689765930176;0.5617758717316226;0.515466833114624
